text	label
q: does the new coronavirus (2019-nc0v) affect older people, or are younger people also susceptible?a: people of all ages can be infected by the virus.older people &amp; those with pre-existing medical conditions appear to be more vulnerable to becoming severely ill with the virus 	0
q: can pets at home spread the new coronavirus (2019-ncov)?a: at present, there is no evidence that companion animals/pets such as dogs, cats can be infected with the virus.however, it is always a good idea to wash your hands with soap and water after contact with pets  	0
q: are there any specific medicines to prevent or treat the new coronavirus (2019-ncov)?a: to date, there is no specific medicine recommended to prevent or treat the virus.who is helping to accelerate research and development efforts with a range of partners.  	0
q: do vaccines against pneumonia protect you against 2019ncov?a: no. vaccines against pneumonia do not provide protection against 2019-ncov.the virus is new and different. it needs its own vaccine.knowthefacts  	0
q: is it safe to receive a letter or a package from china?a: yes, it is safe. people receiving packages from china are not at risk of contracting 2019ncov.from previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.knowthefacts 	0
suspected: 19544confirmed: 14411deaths: 304recovered: 328coronavirus 	0
china’s central bank will inject cny1.2 trillion (usd170 billion) in tomorrow’s open market operation. the move aims to provide sufficient liquidity for the financial system during the period of controlling the novel coronavirus epidemic. 	0
a 44-year-old wuhan man who traveled to the philippines is the first known person to have died outside china from the virus. coronavirus	0
confirmed cases in mainland china by province coronavirus 	0
china’s economy may grow just 4.5% this quarter, down from 6% in the prior three months, if the coronavirus inflicts a severe yet temporary impact on output. coronavirus  	0
us gdp growth is set to take a hit this year. it is anticipated that a 0.4 percentage point drag on us annualised growth during the current quarter, on the back of a halving of tourism from china and a knock to the country’s imports of us goods. coronavirus 	0
suspected: 21558confirmed: 17238in serious conditions: 2296deaths: 361recovered: 477coronavirus 	0
the ministry of public health said they discovered medical treatment that rendered the new strain of coronavirus impotent in 48 hours.coronavirus 	0
suspected: 24434confirmed: 23260in serious conditions: 3219deaths: 493recovered: 1019coronavirus 	0
coronavirus deaths... 	0
italy becomes the country with the highest number of cases and deaths in europe.coronavirus - 54 cases in lombardy region (including 1 death, with 18 in critical condition).- 18 in veneto region (including 1 death).-   3 in emilia romagna region-   3 in rome-   1 in turin	0
the number of confirmed cases in south korea is expected to jump in the coming days as health authorities have started testing more than 210,000 members of the shincheonji church of jesus in daegu, attended by the 31st case coronavirusoutbreak  covidー19	0
covid-19 fatality rate by age:coronavirus covid2019 covid_19 covid19 	0
covid-19 fatality rate by comorbidity:coronavirus covid2019 covid19 	0
"📌⛑virus can remain viable ""in aerosols up to 3 hours, up to 4 hours on copper, up to 24 hours on cardboard and up to 2-3 days on plastic and stainless steel"" a princeton study awaiting peer review has found. coronavirusupdate covid_19 coronaviruspandemic"	0
  _doucette what the hell kind of situation do you even consider needing to take someone's prosthesis away? we don't accept the cops removing someone's body parts, and that's what prostetics are! you can and should expect absolute results when it's a disgusting abuse of human rights.	0
 _doucette 1/ 	0
 _doucette 2/	0
 _doucette neither of those answered my question. 'less common' implies it still happens.	0
 _doucette you cannot expect absolute results. you can make the conditions such to create disincentives for abuses and then use accountability on those who still abuse their position.	0
can the virus that causes covid-19 be transmitted through the air?studies to date suggest that the virus that causes covid-19 is mainly transmitted through contact with respiratory droplets rather than through the air.	0
how does covid-19 spread?people can catch covid-19 from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid-19 coughs or exhales.	0
these droplets land on objects and surfaces around the person. other people then catch covid-19 by touching these objects or surfaces, then touching their eyes, nose or mouth.	0
people can also catch covid-19 if they breathe in droplets from a person with covid-19 who coughs out or exhales droplets. this is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.	0
world health organisation is assessing ongoing research on the ways covid-19 is spread and will continue to share updated findings. 	0
" we are humans, we see patterns, similarities.  if someone were to ask you, ""what is covid-19 like?""...how would you answer?  would you say ""it's throughly dissimilar to anything else on earth?"".  of course not.  there are similarities...to many things on earth"	0
the death rate may be inflated, but this still illustrates why we must be cautious &amp; vigilant. we must reopen the economy but we must be smart and use common sense. please wear a mask and keep your distance. many companies have shown this is possible while keeping businesses open 	0
" that isn't even to mention how many of our 60k deaths that were incorrectly categorized as ""covid related"" or ""presumed covid related"", or ""underlying conditions that we think covid exasperated"""	0
 this point is why i explicitly mentioned “inflated” deaths.	0
 anything we put out in media...that has the objective of making people cautious, will make them scared.  anything that is supposed to make them respect the disease, will make them fear it.	0
 i don’t believe in fear-mongering. i also don’t believers prudent to censor the seriousness of this illness.	0
 i the purpose of the charts was specifically to make a direct comparison.	0
 it was to make a contrast.  not a comparison.  you expressly warned against comparisons.	0
j. are there any specific medicines to prevent or treat the new coronavirus ?to date, there is no specific medicine recommended to prevent or treat the new coronavirus.	0
e. protecting others from getting sick you can protect others from getting sick taking the following precautions - when coughing and sneezing, cover mouth and nose with elbow or tissue- throw the tissue in a bin immediately after use	0
- clean hands with soap after coughing or sneezing - avoid close contact when you are experiencing cough and fever- avoid spitting in public- seek medical care if your loved one have fever, cough or difficulty breathing.	0
- have cough, fever and difficulty breathing and seek medical care- do not have these symptoms you do not have to wear a mask as there is no evidence that they protect people who are not sick	0
- are healthy, you only need to wear a mask if you are taking care of a person with suspected coronavirus infection	0
g. how to put on, use, take off and dispose of a mask •before putting on a mask, clean hands with alcohol-based hand rub or soap and water.•cover mouth and nose with mask and make sure there are no gaps between your face and the mask.	0
•avoid touching the mask while using it;•replace the mask with a new one as soon as it is damp and do not re-use single-use is advised.	0
h. does the new coronavirus affect older peoplepeople of all ages can be infected by the new coronavirus older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus	0
i. are antibiotics effective in preventing and treating the new coronavirus ?antibiotics do not work against viruses, only bacteria.the new coronavirus is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.	0
however, if you are hospitalized you may receive antibiotics because bacterial co-infection is possible.	0
however, those infected with the virus should receive appropriate care to relieve and treat symptoms, and those with severe illness should receive optimized support.	0
the goal is to be safe, play safe and be safe.	0
he was actually. his name is roger rodas racecar driver &amp; financial advisor for paul 	0
  that was sweet	0
“: “r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(”	0
“: “r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(”	0
“: “r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(”	0
 omg  i said that hahaha	0
well done australia. we’ve just passed 2m downloads for covidsafe.  but we’ve still got more to do keep you &amp; your family safe, protect our doctors &amp; nurses &amp; help us get back to the way of life we love.join us in stopping the spread, download it now.	0
 *stay	0
_org thank f$*k	1
_org stupid article!!. nothing more... good night!! :)	1
_org the guy just took a break from all the madness and these a**wipes are hitting him with false rumors, it's ridiculous! 😡	1
_org 13 jours que fsog est sorti et ces horribles et insensées rumeurs ! stop !	1
_org *punches air* good news!	1
_org yeah i have been reading few online rumours about him &amp; his wife...didnt give it much thought though. knew couldnt be true.	1
_org fucking rumors	1
_org he'd be absolutely insane to turn it down.	1
_org the film was filming a year ago, they are 'famous' a year ago but these gossips come the week after the premiere. lol	1
_org i hate rumors.	1
_org c'est énervant que les gens mélange tout sa carrière et sa vie famille laisser le tranquille est respecter le	1
_org thank you	1
_org i hope you're right. i'm going crazy.	1
_org off media yest what's going on?geesh don't tell me people r pushing him away from family?	1
_org all reports beginning 'according to sources' are generally rubbish idk how they get away with it	1
_org  of course he isn't! rumors suck.the man didn't marry some insecure woman. she knows the dif between real life and the hype	1
_org _pt	1
_org its so hard to know fact from fiction in media.i truly hope he stays on. im invested in him as christian now. hope hes well	1
_org stupid rumors... _us	1
_org il faut toujours qu'ils se mettent qqchose de croustillant sous la dent!	1
 _org  ah thank god, no worries then 💁	1
_org love that his not leaving	1
_org thank goodness, why does newspapers/magazines make up such crap.......jamie was so gud as christian!!!:-)	1
_org please please tell me jamie isn't leaving fsog _org	1
_org porqué le gusta a la gente hacer daño?.	1
@_mockingfire _org c'est pas drôle si il n'y a pas toutes ces rumeurs à la cons.	1
_org this has cheered me up!!	1
_org  no diference if he left or not fsog. i'll will be his fan anyway...😕but it's good that you leave that crystal clear...	1
_org phew started to panic. reviews and press 😝 think they would be prepared for the attention!!!	1
_org you promise??	1
_org so stupid rumors !!!!😒	1
_org _de thats fine♡	1
_org i nearly cried thank you so glad	1
_org yep. he's already said multiple times he's contracted for the next 2 movies, if they get made.	1
_org i have really had a go at ppl who have been insisting they are true and someone bad mouthed amelia and i kinda went postal	1
_org .. i'm so happy an relieve to hear that... so why are people spreading rumors??	1
_org oh...thanks 😍	1
_org   don't listen to the media, listen to the fans, great casting, acting brilliant film! thanks tara	1
_org all that this note to invented about fsog, amelia &amp; dakota broke my heart i think  should deny these rumors😭	1
_org why do reporters have to make stories up... i think that was just low and stupid.	1
_org so sure he/jamie would appreciate your push back to keep it real! i know i do. hang tough!! thx	1
_org its so sad people have to start rumors like this. jamie &amp; amelia are so cute together.	1
_org 👍	1
_org	1
_org thannkxxxx .. m relieved 😌😌😌😌	1
_org i feel for his wife who has to watch all the woman going nuts over him now	1
_org yassss	1
_org _pt thank you for posting this. i was seeing rumors flying	1
_org la méchanceté des gens va loin.. je lui souhaite encore pleins de bonheurs avec amelia et leurs petite fille❤️	1
 _org _mac_ panic over! it wouldn't have been the same without him now!	1
_org  this easy gossip (jamie quit sequels) isn't the first time that appears in media, in last may, too. do you rembember?	1
@_mockingfire rumeur pour le moment ! du moins je n'ai rien vu de réellement officiel	1
_org is this really true cause i'm emotionally devastated right now	1
_org i am soooo glad to hear this👍	1
_org  thanks for  letting us know x	1
 and what do you mean “not during a global pandemic?” did the pandemic just end?! did i just completely miss that? the way people were talking these “protests” will result in many more deaths from the coronavirus alone. it’s disgusting and hypocritical to think these “protests” &gt;	0
 do you hear yourself?? the riots have way more people in close proximity to each other than we’ve seen in months. it’s far more important now than ever to enforce that. not only are so many people not social distancing, but they’re also causing destruction.	0
 are 100% fine when literally one week ago if there was any gathering even 10% the size of some of these it would have been ground upon and shut down immediately. this hyposcriscy needs to end.	0
uk aid worker david haines beheaded by isis remember this great &amp; giving man this way not as isis wants  	0
   they are so cruel....evil possessed people. may god wrath fall upon them in no time!	0
 _west  what the hell is up with these basterds beheading everyone?	0
  please rt our campaign to show that isis do not represent british muslims notinmyname  	0
  in the final image before his death, he has more dignity than his barbaric spiritually empty killers. clearly a good man.	0
 time to close the islamic threat from within europe.muslims sit in 2sides of the fence.condemn atrocities yet preach it.	0
   heartbreaking.	0
“ uk aid worker david haines beheaded by isis remember this great &amp; giving man this way not as isis wants 	0
not sure we should be showing his child   	0
    that's 2.2 million too many,	0
 congrats on your 250★ tweet! 	0
   sad!	0
   uk muslims in almost unanimous condemnation of killing of aid workers &amp; journalists, &amp; all innocent people	0
   2.2 million islamist in the uk.make sure they will never feel safe again and leave.	0
  read quran 8:12 &amp; 8:13 - it is but one of many violent commandments in the quran... 	0
  uk muslims firmly condemn isis and their brarbaric actions. our thoughts are with david haines  family	0
   sincere condolences and apologoies for this barbaric act inflicted on someone who seems totally innocent.	0
   he is the 3rd occidental to be beheaded so far. we must add the 2 lebenase soldiers who got the same treatment.	0
  does the / other western spy orgs use aid workers as agents?an honest answer please.if so they share blame equally	0
  evil bastards	0
  so sad for the loved ones he left behind. the world knows he tried to make it a better place for the suffering. brave	0
  highly brutal act. murderers must be punished. sympathies with family	0
   isil - not in my name rip	0
 murdered david haines was a aid worker and had been for the last 15 years. he was our colleague. he was a humanitarian.	0
  wtf is isis where the bloodyhell they came from ??	0
   so very cute	0
    when does pres. plan on stoppin all this?	0
ever wonder why the most mass shootings ever have happened under obama?  via  	1
  cause they can!	1
  cause obama has really bad aim.	1
would love to hear  tap dance around this. val? susan? josh? anybody? anybody?   	1
   why is the media saying 350 mass shooting this year?	1
  that's a bullshit story..lmao..go back..try again...lmfao!! idiot	1
"   apparently that's one of his accomplishments since he was ""bragging"" to the people of paris! idiot!"	1
   great hockey stick graph	1
  i was curious about this myself. researched it and since 2009 to present there are more since obama took office.	1
     	1
   	1
      what? no chicago? hard to believe.	1
  _shane     after dunblane, uk enforced strict gun laws. none since.	1
   disenfranchised and doomed under obama versus real growth. no wonder we are depressed.	1
sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live 	0
 thanks so much for sharing. just added it here:  	0
  illridewithyou all the way from pakistan	0
update: one shooter possibly on the loose in ottawa amid reports of shootings in the city: 	0
“: update: one shooter possibly on the loose in ottawa amid reports of shootings in the city: 	0
 prayers for safety.	0
 25 us citizens are killed by obama's illegal aliens every day, but fox is glued to anything smelling like domestic terrorism....	0
 see they made public to target american military and then thy hit the canadian military! code talking maybe!	0
 suggest all countries put government buildings on special alert. even countries not friendly to us should do so also	0
 shooter in teh building has been shot,,,	0
“: update: one shooter possibly on the loose in ottawa amid reports of shootings in the city: 	0
rt : update: one shooter possibly on the loose in ottawa amid reports of shootings in the city: 	0
“:..one shooter possibly on loose in ottawa amid reports of shootings..” filthycanadaundersiege  harborgodenemies hidingwonthelp	0
 the best rated  online store of the season has been chosen!!! check them out here ---&gt; 	0
  really you had too tweet those pics...	0
   message? i sug napalm, daisy cutters, puff/spectre, need to kill hive, not surgically a bee or two	0
 _riz there goes their leverage....	0
“: must be a irael/cia false-flag.they have more reason to behead him than isis”cuntpunt winner...when do you want your prize?	0
 how about you respect the family and quite spreading this!!	0
 this problem is not that of an individual, a community or a country. it is a problem for all mankind.all should come together.	0
  why does usa have to be anywhere in over there in other peoples biz?let people alone.i don't condone beheading.	0
  is this islam isis?	0
  is it getting too late to control isis?	0
 vile absolutely vile.	0
 just the more reason to strike them day and night	0
"good god. mt "": isis beheads photojourno james wright foley in msg to us to end intervention in iraq. "	0
_moses  i pray it is not true!	0
 bastards, world should be cleaned from them.	0
“: isis beheads photojournalist james wright foley in message to us to end its intervention in iraq. 	0
  what are we doing about this? nuc the bastards.	0
  *threatening* to kill afaik.	0
non... rt : isis beheads journalist james w. foley in a massage to us to end its intervention in iraq 	0
 _wong is the video uploaded anywhere else? its removed from here..	0
  _alrougi  don't blame the religion for what members do.  no religion is without its crazies.	0
  that's the worst kind of massage...	0
 message, the word you were looking for was message.	0
" definitely not a ""massage"""	0
“: isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq. 	0
  what have we wrought!?	0
"“: isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq.""wtf"	0
  aside from america's meddling in other countries' internal issues,this isnt what islam state or represent!1	0
us needs to bomb these terrorists f***kers right off the planet.  savage bastards.  	0
 these evil monsters will be punished,but not from the hand of man!	0
 is this confirmed? i hope this isn't :(	0
  so sad i condemn it with my heartfelt words...butchers	0
  isis didn't do that and the video is old.	0
 obama must take them more seriously. he must send more troops to defeat them. isis is not iraqi issue, it's a global threat.	0
 where its the vedio ?i think its fake pic...	0
 and when the british person who done it is identified, wait and see what happens to his family in the uk	0
" yeah cool the ""massage"" !!!"	0
 the evil of isis (islam) leaves me speechless and gripped with horror. that video . omg	0
 where is the video? is this true?	0
 _prep_live dear god have mercy on us all...especially gwb for doing this to us...	0
 zaid: could you share where you first came across the video?	0
 are you 100% sure that's james foley?	0
 it's not a warning to america, it's a taunt to come to them.  they've already lost.	0
 where are you getting that image from?	0
  murder, genocide, war, famine, division, barbarity. all form 'peaceful religions' lets just fucking ban them.	0
   i got a message for you isis usa all the way!!	0
 atheism is looking pretty good right about now. senseless.	0
 *message. a massage is the manipulation of superficial and deeper layers of muscle and connective tissue.	0
  such an easy process to destroy and such a hard process to build.	0
	0
 isis motherf==kers!	0
_wong video :  	0
  bunlar bırak haşa müslümanı insan falan da değiller	0
  جيمس فولي خطف في شمال سوريا سنة ٢٠١٢ وكان فيه مناشدات بمعرفة مصيره، العما بقلبهم	0
 cowards as are the ones who stand silent.	0
  please, stop rt this. respect please.	0
  damn they have some good video equipment in the desert	0
 	0
	0
	0
  are you? really? youre sure? because no christian, jew, or even buddhist has ever done anything like that? idiot...	0
  there was a time this would have gotten a full fledged response not with this weak ass potis	0
 _electra whhhaaaatt???!! don't tweet something like this!!!	0
_wong is video 	0
they posted the video of it:  -   	0
  can't imagine him speaking what he did knowing what's next. all muslims are complicit in these human horrors	0
  goggle james wright foley. appears to be true.	0
is that real?  	0
 my wish is that every member of isis rots in the hottest corner of hell!! dirty rotten, vile pieces of dirt!	0
 - there are a 178 likes, what the hell?	0
   f16s are still more effective - eat that !!!	0
 horrific.	0
 who would favorite this?!?! may god be with his family and him.	0
 	0
 massage?	0
 no, this is insane	0
  we need to do the same but in larger numbers.	0
   - isis is a blight on the earth.  heathens must be stopped.  i am sad.	0
 i am sure islam is the most barbaric and satanic religion.	0
  this is not islam, this is terorism, those pricks cannot represent 1,5 billion muslims	0
 agree, i immediately recognized the accent as definitely british and almost certainly london. chilling.	0
  my god this is horrendous. the world must unite and stop this evil.	0
  that should work real well..what dunces..	0
 fuck you faggot	0
 _j savages	0
"  this is impossible!!!! apparently isis didn't  hear obama when he said ""the terrorists are on their heels!!!"""	0
 is isis warring in iraq, kurds, because they sold oil to israel? is iran and qatar funding this evil?	0
"  vamos derechito de vuelta a la época de las cavernas! hay que comenzar a comprar ropa estilo ""los picapiedras"" ..."	0
_wong  	0
rt: isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq. 	0
 اكاد اجزم انهم مخابرات صهيوغربية تمهد لقيام دولة بني صهيون الكبرى باقية_وتمتد داعش النصرة اعوان_الشيطان	0
   can it be? unfathomable savages...	0
 these people really are sick twisted mother fuckers	0
   isis damaged their own cause. the world condemns them. retaliate w/ nukes, and the world condemns us	0
  they do not qualify as humans let alone believers of any religion. worst reference for islam i can imagine	0
  what can i say... horrible. it makes me sad but also angry and frustrated. how  can we stop isis?	0
_moses  there's a link to a video in the comments, but i'm not clicking it.	0
  _moses the black clad man with the knife, to my ear, has a british south east / london accent.	0
 block this people do not click on this. this is what isis wants. have respect for his family and delete this post you scum!	0
 _mcq where did this image originate?	0
   oh noo	0
 	0
 isismediablackout	0
 who then is senator mccain? read more at   new endrun project post by thierry meyssan isis syria	0
  don't show or retweet this, you idiots, you're only helping those fucking animals.	0
absolutely unreal. rt : isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq.	0
let people alone to commit murder and rape? u r a coward  2 stand still &amp; donothing   	0
 	0
 the real problem is islam and not isis..	0
  who start the mess of there? now they must help.	0
  barbaric. anti-islamic.	0
" sounds not at all dangerous if you call it a ""massage"""	0
 hate to hear it. another reason to destroy such a barbaric killing organization.	0
“: isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq. 	0
cc  attack isis with full force.. else it will harm all world rt  	0
we should bomb meccabust their glass rock to sand nuggets for itislammt  is isis beheads usa journalist james foley	0
   no, to organize a lynch mob. pay back time baby!	0
  i wish it had been you joe or dickcheney. he started this fire- and should pay for his greed	0
	0
 he should have done like saddam hussein and told him to go to hell.. these people are savages end of.	0
   that would be one heck of a massage	0
 remember guys, life of steven joel soloff depends on your next decision.  obama has started and we gonna end.amessagetous	0
 kill every fucking one of isis	0
 warning, violence 	0
   videos down already	0
_m so funny when brits say crap like that. pssst, you still occupy other peoples' lands.   	0
 i believe this photo is photoshopped and you should make sure before you report something as true. shame on you.	0
 what did they use a little knife? the agony of that...omg poor jameshow awful...isis needs to be exterminated	0
_wong  	0
 you mistake this for islam. big mistake. condemn fanaticism &amp; brutality. get educated before you condemn what you do not understand.	0
“: isis beheads photojournalist james wright foley in a massage to us 2 end its intervention in iraq. 	0
 fact or fiction? do not forget: this is the internet and this is twitter...! isis iraq 	0
 _electra where did you get that from? and how much truth is there in this?	0
 that is what we are faced with now.	0
 all i can say are these barbarians are f@.@, cowards hiding behind wrapped black cloths that you can only see eyes.	0
new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. 	0
  no way... ferguson mikebrown don'tshoot	0
  so, now it's time to launch forensics and find the other 4 bullets. ferguson	0
_lakeside    exactly, same question i have.	0
 world premiere !! bklyn ft. wes ryan - mike brown tribute ripmikebrown support peace 	0
do vaccines against pneumonia protect you against the new coronavirus? 	0
how effective are thermal scanners in detecting people infected with the new coronavirus? 	0
can regularly rinsing your nose with saline help prevent infection with the new coronavirus? 	0
can eating garlic help prevent infection with the new coronavirus? 	0
does the new coronavirus affect older people, or are younger people also susceptible? 	0
are antibiotics effective in preventing and treating the new coronavirus? 	0
are there any specific medicines to prevent or treat the new coronavirus? 	0
  they're the same virus... covid 19, also known as corona virus, like, what, is covid-19 a scarier name to you?	0
" zur info: ""can pets at home spread the new coronavirus (2019-ncov)?"" "	0
🐈🐕 können haustiere am coronavirus erkranken? laut who gibt es bisher keinen beweis dafür. 👇 mehr infos in unserem ticker: 	0
cops bought burger king for dylann roof following his arrest  	1
 its a good tactic lol	1
 _ricky20  i'm asking for tacos and a large horchata if i ever get taken in	1
.  dylann roof is a hoax and saying this also happened is being done to trigger you into more distraction	1
 really !!!!! buy the racist killer burger king i would have given him nothing	1
 should have let him die of hunger	1
  he hadn't eaten in days.  i guess he had it his way lol	1
 eyewitness news?? unfollow	1
 probably to convince him to confess. thats not uncommon.	1
 idiots, that's what tax dollars do?	1
 i think they heard about the two for $5 deal	1
 he's in their custody.  would you rather they starve him and make the news that way??	1
 which is common practice for many police departments since they aren't equipped with kitchens and are required to feed their prisoners	1
 disgusted. i'm disgusted.	1
 this is disgusting	1
 you can't starve people that in-custody!!	1
 there is no logical reason for them to do that.  he deserved nothing kind at all!	1
 are you fucking kidding me?	1
 don't they always do this? it's to get him to cooperate and confess.	1
el chapo vs isis: mexican cartel boss threatens islamic state over drug trade  	1
_com he's pissed	1
"_com what a stupid article doesn't mention  when and where was this ""shipment"" stopped.."	1
_com great hopefully he rages war on the daesh-bags, and america has another helping hand in stopping this crap!	1
_com amusing tragicomedy, this report only demonstrates the extent of human selfishness.	1
"_com ""the enemy of my enemy is my enemy"" cultural philosophy 101"	1
    what is the most likely end game of covid 19?    never a effective vaccine against a coronavirus so far.   far more likely to end/really slow with some herd immunity than any other end.   best young people get it while together instead of any time period around family.	0
news at clemson: school announces that 28 athletes have tested positive for covid-19. they didn't not break it down by sport, but a significant number of the 28 positive tests are football players. more at :  	0
     no	0
🚨can eating garlic help prevent infection with the new coronavirus?🚨there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.covid19 mythbusters  	0
🚨do vaccines against pneumonia protect you against the new coronavirus?🚨no. vaccines against pneumonia, such as pneumococcal vaccine and haemophilus influenza type b (hib) vaccine, do not provide protection against the new coronavirus.covid19 mythbusters  	0
🚨can regularly rinsing your nose with saline help prevent infection with the new coronavirus?🚨no. there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus. covid19 mythbusters  	0
🚨does the new coronavirus affect older people, or are younger people also susceptible?🚨people of all ages can be infected by the new coronavirus (2019-ncov).covid19 mythbusters  	0
🚨are antibiotics effective in preventing and treating the new coronavirus?🚨no, antibiotics do not work against viruses, only bacteria.covid19 mythbusters  	0
🚨are there any specific medicines to prevent or treat the new coronavirus?🚨to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov).covid19 mythbusters  	0
   maybe you don't like the syntax? that's all?	0
   but…it is. why bother with this when you have futures?	0
"   so…your only rant is really ""i don't like the syntax""."	0
   dart algebraic data type syntax also is…oh wait, no, the langage doesn't even support them.	0
   oh, it's oop, even worst.i'm good in the xxi century, thanks.	0
▪️international organisations such as the  and the _commission have stated that 5g mobile networks do not spread covid_19. ▪️these organisations have pointed out that covid19 is spreading in many countries that do not have 5g mobile networks.4/6	0
health claim 10:𝐃𝐨𝐞𝐬 𝟓𝐆 𝐚𝐟𝐟𝐞𝐜𝐭 𝐭𝐡𝐞 𝐬𝐩𝐫𝐞𝐚𝐝 𝐨𝐟 𝐂𝐎𝐕𝐈𝐃𝟏𝟗?visit  for more. 1/6 	0
▪️5g is a new generation of mobile network technology that aims to deliver faster internet speeds and a more reliable data connection. it is transmitted over radio waves.2/6	0
▪️there are claims on social media that 5g is responsible for covid-19. other claims are that 5g weakens people’s immune systems, making them susceptible to covid-19.3/6	0
▪️covid19 is an illness caused by a type of virus called a coronavirus.▪️viruses do not travel on radiowaves or mobilenetworks.5/6	0
▪️the major transmission route for covid-19 is via droplets generated when a person coughs or sneezes. ▪️these droplets can be breathed in by others, or can land on people/surfaces nearby – following the advice on physicaldistancing and frequent handwashing is important6/6	0
  actually that's caused by light entering and exiting tiny drops of rain and being refracted...oh never mind....	0
  wow that's beautiful	0
 _ god is the last entity to put a rainbow over the white house right now maybe it was a natural phenomenon lovewins	0
 this is beautiful	0
    100k dead, and 4.3% positive. so...how many die to reach 20% positive?40%?what is herd immunity? 80%?that’s a lot of death. great catch, don!	0
kudlow to : “hospitalizations may be going up but that’s because elected procedures are now permitted.” texas has reported the number of those hospitalized with coronavirus is at an all-time high. arizona warned that its icu’s are filling up with covid-19 cases.	0
  florida has had several days in a row of record high covid case reports	0
   case reports without context of testing is garbage data. especially since serological studies show at least 4.3% of fl positive. why this is lost on the media is ridiculous.  but considering everything is viewed thru stupid political bias it is clear.	0
    herd is not anywhere near 80%. the 4.3% was fl not the us.  in ny it is north of 20%. in fl pop of 21m. 1 person under 25 has died. from wsj: “for those under the age of 65 the risk of dying from covid isn’t much higher than getting in a car accident driving to work”	0
    you think us is above 4.3%?!bless your heart. 	0
“: a photo of black nurses saving the life of a kkk member.  is this real life??	1
 yeah	1
“: a photo of black nurses saving the life of a kkk member. 	1
“: a photo of black nurses saving the life of a kkk member. 	1
	1
“: a photo of black nurses saving the life of a kkk member.  can learn from this!	1
“: a photo of black nurses saving the life of a kkk member.  is this real?	1
“: a photo of black nurses saving the life of a kkk member.  don't kno how to feel excuse me😐	1
“: “: a photo of black nurses saving the life of a kkk member.  would've let him die	1
“_dom_nation: “: a photo of black nurses saving the life of a kkk member.  wow”	1
 i didnt know we even had doctors..	1
“: rt : a photo of black nurses saving the life of a kkk member. 	1
eh. “: a photo of black nurses saving the life of a kkk member. 	1
better ppl then me...“: a photo of black nurses saving the life of a kkk member. 	1
“: a photo of black nurses saving the life of a kkk member.  would have left the cunt to die🔪🔪🔪	1
  😂😩  true!	1
“: a photo of black nurses saving the life of a kkk member.  irony	1
“: a photo of black nurses saving the life of a kkk member.  hell naw shouldhavelethisassdie 😡😡😠😠😒😡	1
 your wrong for that haha	1
“: a photo of black nurses saving the life of a kkk member.  this is amazing	1
holy crap... “: a photo of black nurses saving the life of a kkk member. 	1
“ a photo of black nurses saving the life of a kkk member.  i woulda been like, i'm on break 😒	1
“: a photo of black nurses saving the life of a kkk member.  wow	1
 that's awesome!	1
“: a photo of black nurses saving the life of a kkk member.  oh the irony..	1
   you just never know ,do you?	1
that's dave chappelle“: a photo of black nurses saving the life of a kkk member. 	1
 looks like he got shot by a black man	1
 it that was me, i would just be like samuel l. jackson in a time to kill.	1
“: a photo of black nurses saving the life of a kkk member. aw this though 💕	1
“: a photo of black nurses saving the life of a kkk member. 	1
rt : a photo of black nurses saving the life of a kkk member. 	1
 agreed , fuck that bitch !!	1
 well, did they save his life??	1
“: a photo of black nurses saving the life of a kkk member. 	1
   lmfaoo juice	1
“: a photo of black nurses saving the life of a kkk member.  😳😳😳😳	1
have now been reported in the united states. visit the cdc traveler’s health website for travel notices and precautions. what are the symptoms of covid-19? common signs of infection include respiratory symptoms, fever, cough, shortness of breath and breathing difficulties.	0
what is covid-19?  the cdc and who are actively monitoring the outbreak of a new coronavirus strain called covid-19, which causes respiratory illness. the virus, which has infected thousands of people worldwide and caused deaths, originated in wuhan city, china. additional cases	0
in more severe cases, infection can cause pneumonia, severe acute respiratory syndrome, kidney failure, and even death.  and lung disease or weakened immune systems, as well as infants and older adults, are at higher risk for lower respiratory tract illness.	0
4/  how is covid-19 spread?  human coronaviruses are usually spread from an infected person to others through the air by coughing and sneezing and through close personal contact, such as touching or shaking hands. what is the official name for the disease caused by the new	0
